"A","Bilanca odhodkov","9013907176 8993487746 99,77",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","870779 906702 104,13",""
"6255","Upravna enota Velenje","1480820 1537477 103,83",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1480820 1537477 103,83",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1480820 1537477 103,83",""
"140103","Dejavnosti upravnih enot","1480820 1537477 103,83",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1480820 1537477 103,83",""
"6256","Upravna enota Vrhnika","975908 902635 92,49",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","975908 902635 92,49",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","975908 902635 92,49",""
"140103","Dejavnosti upravnih enot","975908 902635 92,49",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","975908 902635 92,49",""
"6257","Upravna enota Zagorje ob Savi","677511 713419 105,30",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","677511 713419 105,30",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","677511 713419 105,30",""
"140103","Dejavnosti upravnih enot","677511 713419 105,30",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","677511 713419 105,30",""
"6258","Upravna enota Žalec","1475439 1549639 105,03",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1475439 1549639 105,03",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1475439 1549639 105,03",""
"140103","Dejavnosti upravnih enot","1475439 1549639 105,03",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1475439 1549639 105,03",""
"3","PRAVOSODNI PRORAČUNSKI UPORABNIKI","185957711 197842016 106,39",""
"41","VRHOVNO SODIŠČE RS","12215771 11899292 97,41",""
"4111","Vrhovno sodišče RS","11934733 11571438 96,96",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","11934733 11571438 96,96",""
"1501","Pravosodje","11934733 11571438 96,96",""
"150101","Dejavnosti sodišč","11934733 11571438 96,96",""
"15010102","Centralna pravosodna knjižnica","79033 77711 98,33",""
"15010103","Informatizacija sodišč","3758797 3358923 89,36",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4120967 4305213 104,47",""
"15010105","Podporne dejavnosti in administracija","2538063 2447736 96,44",""
"15010106","Posebni programi in programi za reševanje sodnih zaostankov","1437873 1381855 96,10",""
"4112","Sodni svet RS","281038 327854 116,66",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","281038 327854 116,66",""
"1501","Pravosodje","281038 327854 116,66",""
"150101","Dejavnosti sodišč","281038 327854 116,66",""
"15010105","Podporne dejavnosti in administracija","281038 327854 116,66",""
"42","VIŠJA IN OKROŽNA SODIŠČA","138459828 149227182 107,78",""
"4211","Višje sodišče Celje","1916145 2058277 107,42",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1916145 2058277 107,42",""
"1501","Pravosodje","1916145 2058277 107,42",""
"150101","Dejavnosti sodišč","1914645 2058277 107,50",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1441519 1552505 107,70",""
"15010105","Podporne dejavnosti in administracija","473126 505772 106,90",""
"150105","Alternativno reševanje pravosodnih sporov","1500 0 0,00",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","1500 0 0,00",""
"4212","Višje sodišče Koper","2029346 2165193 106,69",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","2029346 2165193 106,69",""
"1501","Pravosodje","2029346 2165193 106,69",""
"150101","Dejavnosti sodišč","2027346 2165193 106,80",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1439011 1525632 106,02",""
"15010105","Podporne dejavnosti in administracija","588335 639561 108,71",""
"150105","Alternativno reševanje pravosodnih sporov","2000 0 0,00",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","2000 0 0,00",""
"4213","Višje sodišče Ljubljana","7333604 7703783 105,05",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7333604 7703783 105,05",""
"1501","Pravosodje","7333604 7703783 105,05",""
"150101","Dejavnosti sodišč","7314450 7680159 105,00",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","5709726 6001235 105,11",""
"15010105","Podporne dejavnosti in administracija","1604724 1678924 104,62",""
"150105","Alternativno reševanje pravosodnih sporov","19154 23624 123,34",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","19154 23624 123,34",""
"4214","Višje sodišče Maribor","3808857 4102668 107,71",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3808857 4102668 107,71",""
"1501","Pravosodje","3808857 4102668 107,71",""
"150101","Dejavnosti sodišč","3805807 4097628 107,67",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2703625 2905319 107,46",""
"15010105","Podporne dejavnosti in administracija","1102182 1192309 108,18",""
"150105","Alternativno reševanje pravosodnih sporov","3050 5039 165,22",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","3050 5039 165,22",""
"4215","Okrožno sodišče v Celju","15776922 16646003 105,51",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","15776922 16646003 105,51",""
"1501","Pravosodje","15776922 16646003 105,51",""
"150101","Dejavnosti sodišč","15670185 16538957 105,54",""
"15010101","Brezplačna pravna pomoč","1215797 1200554 98,75",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","13261536 14147908 106,68",""
"15010105","Podporne dejavnosti in administracija","1192852 1190495 99,80",""
"150105","Alternativno reševanje pravosodnih sporov","106737 107046 100,29",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","106737 107046 100,29",""
"4216","Okrožno sodišče v Kopru","9694994 10135192 104,54",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","9694994 10135192 104,54",""
"1501","Pravosodje","9694994 10135192 104,54",""
"150101","Dejavnosti sodišč","9675957 10102368 104,41",""
"15010101","Brezplačna pravna pomoč","446869 444771 99,53",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","8255244 8683588 105,19",""
"15010105","Podporne dejavnosti in administracija","973844 974009 100,02",""
"150105","Alternativno reševanje pravosodnih sporov","19037 32824 172,42",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","19037 32824 172,42",""
"4217","Okrožno sodišče v Kranju","8631472 9541589 110,54",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","8631472 9541589 110,54",""
"1501","Pravosodje","8631472 9541589 110,54",""
"150101","Dejavnosti sodišč","8619010 9526813 110,53",""
"15010101","Brezplačna pravna pomoč","508702 673360 132,37",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","7404716 8112414 109,56",""
"15010105","Podporne dejavnosti in administracija","705592 741039 105,02",""
"150105","Alternativno reševanje pravosodnih sporov","12462 14776 118,57",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","12462 14776 118,57",""
"4218","Okrožno sodišče v Ljubljani","24097344 26194064 108,70",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","24097344 26194064 108,70",""
"1501","Pravosodje","24097344 26194064 108,70",""
"150101","Dejavnosti sodišč","24011590 25997208 108,27",""
"15010101","Brezplačna pravna pomoč","1591232 2334480 146,71",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","19591374 20774035 106,04",""
"15010105","Podporne dejavnosti in administracija","2828984 2888693 102,11",""
"150105","Alternativno reševanje pravosodnih sporov","85754 196856 229,56",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","85754 196856 229,56",""
"4219","Okrožno sodišče v Mariboru","14922954 16407308 109,95",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","14922954 16407308 109,95",""
"1501","Pravosodje","14922954 16407308 109,95",""
"150101","Dejavnosti sodišč","14884663 16358603 109,90",""
"15010101","Brezplačna pravna pomoč","763379 1132669 148,38",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","12729675 13760047 108,09",""
"15010105","Podporne dejavnosti in administracija","1391609 1465887 105,34",""
"150105","Alternativno reševanje pravosodnih sporov","38291 48705 127,20",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","38291 48705 127,20",""
"4220","Okrožno sodišče v Murski Soboti","7435375 8084726 108,73",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7435375 8084726 108,73",""
"1501","Pravosodje","7435375 8084726 108,73",""
"150101","Dejavnosti sodišč","7428788 8075551 108,71",""
"15010101","Brezplačna pravna pomoč","404047 476417 117,91",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","6308410 6837757 108,39",""
"15010105","Podporne dejavnosti in administracija","716331 761378 106,29",""
"150105","Alternativno reševanje pravosodnih sporov","6587 9176 139,30",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","6587 9176 139,30",""
"4221","Okrožno sodišče v Novi Gorici","6265168 6727418 107,38",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","6265168 6727418 107,38",""
"1501","Pravosodje","6265168 6727418 107,38",""
"150101","Dejavnosti sodišč","6249724 6696619 107,15",""
"15010101","Brezplačna pravna pomoč","271306 268930 99,12",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","5343057 5775193 108,09",""
"15010105","Podporne dejavnosti in administracija","635361 652496 102,70",""
"150105","Alternativno reševanje pravosodnih sporov","15444 30799 199,42",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","15444 30799 199,42",""
"4222","Okrožno sodišče v Novem mestu","5426589 5790892 106,71",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5426589 5790892 106,71",""
"1501","Pravosodje","5426589 5790892 106,71",""
"150101","Dejavnosti sodišč","5417979 5784127 106,76",""
"15010101","Brezplačna pravna pomoč","279532 179431 64,19",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4581499 5013365 109,43",""
"15010105","Podporne dejavnosti in administracija","556948 591331 106,17",""
"150105","Alternativno reševanje pravosodnih sporov","8610 6765 78,57",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","8610 6765 78,57",""
"4223","Okrožno sodišče v Krškem","4576408 4922590 107,56",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4576408 4922590 107,56",""
"1501","Pravosodje","4576408 4922590 107,56",""
"150101","Dejavnosti sodišč","4567669 4912395 107,55",""
"15010101","Brezplačna pravna pomoč","391112 258710 66,15",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","3578928 4060300 113,45",""
"15010105","Podporne dejavnosti in administracija","597629 593384 99,29",""
"150105","Alternativno reševanje pravosodnih sporov","8739 10196 116,67",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","8739 10196 116,67",""
"4224","Okrožno sodišče na Ptuju","5155137 5489781 106,49",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5155137 5489781 106,49",""
"1501","Pravosodje","5155137 5489781 106,49",""
"150101","Dejavnosti sodišč","5115576 5452111 106,58",""
"15010101","Brezplačna pravna pomoč","331218 394869 119,22",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4307750 4522087 104,98",""
"15010105","Podporne dejavnosti in administracija","476609 535155 112,28",""
"150105","Alternativno reševanje pravosodnih sporov","39561 37670 95,22",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","39561 37670 95,22",""
"4225","Okrožno sodišče v Slovenj Gradcu","3731436 4096727 109,79",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3731436 4096727 109,79",""
"1501","Pravosodje","3731436 4096727 109,79",""
"150101","Dejavnosti sodišč","3719229 4085147 109,84",""
"15010101","Brezplačna pravna pomoč","303893 366910 120,74",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2909809 3192642 109,72",""
"15010105","Podporne dejavnosti in administracija","505527 525595 103,97",""
"150105","Alternativno reševanje pravosodnih sporov","12207 11580 94,86",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","12207 11580 94,86",""
"4230","Okrajno sodišče v Ljubljani","17658076 19160970 108,51",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","17658076 19160970 108,51",""
"1501","Pravosodje","17658076 19160970 108,51",""
"150101","Dejavnosti sodišč","17648890 19142711 108,46",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","16448599 18016163 109,53",""
"15010105","Podporne dejavnosti in administracija","1200291 1126548 93,86",""
"150105","Alternativno reševanje pravosodnih sporov","9186 18258 198,76",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","9186 18258 198,76",""
"44","TOŽILSTVA","17715668 18198568 102,73",""
"4411","Vrhovno državno tožilstvo RS","3217907 3378760 105,00",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3217907 3378760 105,00",""
"1501","Pravosodje","3217907 3378760 105,00",""
"150102","Dejavnosti tožilstev in pravobranilstva","3217907 3378760 105,00",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","3217907 3378760 105,00",""
"4416","Okrožno državno tožilstvo v Celju","1616591 1628169 100,72",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1616591 1628169 100,72",""
"1501","Pravosodje","1616591 1628169 100,72",""
"150102","Dejavnosti tožilstev in pravobranilstva","1616591 1628169 100,72",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1616591 1628169 100,72",""
"4417","Okrožno državno tožilstvo v Kopru","1032992 1061878 102,80",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1032992 1061878 102,80",""
"1501","Pravosodje","1032992 1061878 102,80",""
"150102","Dejavnosti tožilstev in pravobranilstva","1032992 1061878 102,80",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1032992 1061878 102,80",""
"4418","Okrožno državno tožilstvo v Kranju","904673 919721 101,66",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","904673 919721 101,66",""
"1501","Pravosodje","904673 919721 101,66",""
"150102","Dejavnosti tožilstev in pravobranilstva","904673 919721 101,66",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","904673 919721 101,66",""
"4419","Okrožno državno tožilstvo v Ljubljani","3833317 3863833 100,80",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3833317 3863833 100,80",""
"1501","Pravosodje","3833317 3863833 100,80",""
"150102","Dejavnosti tožilstev in pravobranilstva","3833317 3863833 100,80",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","3833317 3863833 100,80",""
"4420","Okrožno državno tožilstvo v Mariboru","1772282 1825402 103,00",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1772282 1825402 103,00",""
"1501","Pravosodje","1772282 1825402 103,00",""
"150102","Dejavnosti tožilstev in pravobranilstva","1772282 1825402 103,00",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1772282 1825402 103,00",""
"4421","Okrožno državno tožilstvo v Murski Soboti","862532 858641 99,55",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","862532 858641 99,55",""
"1501","Pravosodje","862532 858641 99,55",""
"150102","Dejavnosti tožilstev in pravobranilstva","862532 858641 99,55",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","862532 858641 99,55",""
"4422","Okrožno državno tožilstvo v Novi Gorici","674287 679821 100,82",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","674287 679821 100,82",""
"1501","Pravosodje","674287 679821 100,82",""
"150102","Dejavnosti tožilstev in pravobranilstva","674287 679821 100,82",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","674287 679821 100,82",""
"4423","Okrožno državno tožilstvo v Novem mestu","757085 817818 108,02",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","757085 817818 108,02",""
"1501","Pravosodje","757085 817818 108,02",""
"150102","Dejavnosti tožilstev in pravobranilstva","757085 817818 108,02",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","757085 817818 108,02",""
"4424","Okrožno državno tožilstvo v Krškem","739814 766826 103,65",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","739814 766826 103,65",""
"1501","Pravosodje","739814 766826 103,65",""
"150102","Dejavnosti tožilstev in pravobranilstva","739814 766826 103,65",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","739814 766826 103,65",""
"4425","Okrožno državno tožilstvo na Ptuju","809982 784204 96,82",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","809982 784204 96,82",""
"1501","Pravosodje","809982 784204 96,82",""
"150102","Dejavnosti tožilstev in pravobranilstva","809982 784204 96,82",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","809982 784204 96,82",""
"4426","Okrožno državno tožilstvo v Slovenj Gradcu","574724 547959 95,34",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","574724 547959 95,34",""
"1501","Pravosodje","574724 547959 95,34",""
"150102","Dejavnosti tožilstev in pravobranilstva","574724 547959 95,34",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","574724 547959 95,34",""
"4427","Državnotožilski svet","60415 20426 33,81",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","60415 20426 33,81",""
"1501","Pravosodje","60415 20426 33,81",""
"150102","Dejavnosti tožilstev in pravobranilstva","60415 20426 33,81",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","60415 20426 33,81",""
"4428","Specializirano državno tožilstvo Republike Slovenije","859067 1045109 121,66",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","859067 1045109 121,66",""
"1501","Pravosodje","859067 1045109 121,66",""
"150102","Dejavnosti tožilstev in pravobranilstva","859067 1045109 121,66",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","859067 1045109 121,66",""
"454","DRŽAVNO PRAVOBRANILSTVO RS","7170347 7513920 104,79",""
"4514","Državno pravobranilstvo RS","7170347 7513920 104,79",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7170347 7513920 104,79",""
"1501","Pravosodje","7170347 7513920 104,79",""
"150102","Dejavnosti tožilstev in pravobranilstva","5726458 6027498 105,26",""
"15010202","Zastopanje RS in vodenje predhodnih postopkov","5726458 6027498 105,26",""
"150104","Poprava krivic in odškodnine","1443889 1486422 102,95",""
"15010404","Izplačilo odškodnin","1443889 1486422 102,95",""
"46","UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE","3239074 3451670 106,56",""
"4611","Upravno sodišče Republike Slovenije","3239074 3451670 106,56",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3239074 3451670 106,56",""
"1501","Pravosodje","3239074 3451670 106,56",""
"150101","Dejavnosti sodišč","3239074 3451670 106,56",""
"15010101","Brezplačna pravna pomoč","79002 64912 82,17",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2874335 3117202 108,45",""
"15010105","Podporne dejavnosti in administracija","285737 269556 94,34",""
"50","DELOVNA IN SOCIALNA SODIŠČA","7157023 7551385 105,51",""
"5011","Višje delovno in socialno sodišče","1450000 1475097 101,73",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1450000 1475097 101,73",""
"1501","Pravosodje","1450000 1475097 101,73",""
"150101","Dejavnosti sodišč","1448000 1475097 101,87",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1322139 1355466 102,52",""
"15010105","Podporne dejavnosti in administracija","125861 119631 95,05",""
"150105","Alternativno reševanje pravosodnih sporov","2000 0 0,00",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","2000 0 0,00",""
"5012","Delovno sodišče v Celju","585143 611078 104,43",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","585143 611078 104,43",""
"1501","Pravosodje","585143 611078 104,43",""
"150101","Dejavnosti sodišč","582338 606835 104,21",""
"15010101","Brezplačna pravna pomoč","112417 110379 98,19",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","399093 435503 109,12",""
"15010105","Podporne dejavnosti in administracija","70828 60953 86,06",""
"150105","Alternativno reševanje pravosodnih sporov","2805 4243 151,28",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","2805 4243 151,28",""
"5013","Delovno sodišče v Kopru","555857 573291 103,14",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","555857 573291 103,14",""
"1501","Pravosodje","555857 573291 103,14",""
"150101","Dejavnosti sodišč","545101 563458 103,37",""
"15010101","Brezplačna pravna pomoč","55552 51592 92,87",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","364058 381468 104,78",""
"15010105","Podporne dejavnosti in administracija","125491 130397 103,91",""
"150105","Alternativno reševanje pravosodnih sporov","10756 9834 91,42",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","10756 9834 91,42",""
"5014","Delovno in socialno sodišče v Ljubljani","3322688 3613300 108,75",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3322688 3613300 108,75",""
"1501","Pravosodje","3322688 3613300 108,75",""
"150101","Dejavnosti sodišč","3217486 3503298 108,88",""
"15010101","Brezplačna pravna pomoč","168837 215598 127,70",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2731812 2969653 108,71",""
"15010105","Podporne dejavnosti in administracija","316837 318046 100,38",""
"150105","Alternativno reševanje pravosodnih sporov","105202 110002 104,56",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","105202 110002 104,56",""
"5015","Delovno sodišče v Mariboru","1243335 1278619 102,84",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1243335 1278619 102,84",""
"1501","Pravosodje","1243335 1278619 102,84",""
"150101","Dejavnosti sodišč","1227548 1260046 102,65",""
"15010101","Brezplačna pravna pomoč","187680 170978 91,10",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","817912 876977 107,22",""
"15010105","Podporne dejavnosti in administracija","221956 212091 95,56",""
"150105","Alternativno reševanje pravosodnih sporov","15787 18573 117,65",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","15787 18573 117,65",""
"B","Račun finančnih terjatev in naložb","568978962 509500532 89,55",""
"2","VLADNI PRORAČUNSKI UPORABNIKI","568978962 509500532 89,55",""
"16","MINISTRSTVO ZA FINANCE","555307243 502294474 90,45",""
"1611","Ministrstvo za finance","555307243 502294474 90,45",""
"01","PODJETNIŠTVO IN KONKURENČNOST","396478565 343540214 86,65",""
"0102","Spodbujanje rasti in razvoja podjetij","396478565 343540214 86,65",""
"010202","Spodbujanje tujih investicij in odprtosti gospodarstva","3792778 0 0,00",""
"01020204","Dodeljevanje finančnih spodbud in financiranje","3792778 0 0,00",""
"010204","Podpora prestrukturiranju nefinančnih družb","72685787 23540214 32,39",""
"01020401","Izdajanje poroštev in jamstev države","49915787 23540214 47,16",""
"01020402","Upravljanje s finančnim premoženjem države","22770000 0 0,00",""
"010205","Podpora prestrukturiranju finančnih družb","320000000 320000000 100,00",""
"01020501","Podpora upravljanja finančnih družb","320000000 320000000 100,00",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","138255206 138255206 100,00",""
"1303","Zunanja politika","138255206 138255206 100,00",""
"130303","Razvojno sodelovanje in humanitarna pomoč","138255206 138255206 100,00",""
"13030305","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","138255206 138255206 100,00",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","341000 266583 78,18",""
"1501","Pravosodje","341000 266583 78,18",""
"150104","Poprava krivic in odškodnine","341000 266583 78,18",""
"15010402","Izplačilo obveznosti po Zakonu o denacionalizaciji","154000 120392 78,18",""
"15010403","Izplačilo odškodnin po sodnih sklepih in izvensodnih poravnavah","187000 146191 78,18",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","20232472 20232471 100,00",""
"1602","Plačila v Evropsko unijo","20232472 20232471 100,00",""
"160202","Finančna stabilnost EU","20232472 20232471 100,00",""
"16020201","Finančna stabilnost EU","20232472 20232471 100,00",""
"213","MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO","13637980 7205763 52,84",""
"2130","Ministrstvo za gospodarski razvoj in tehnologijo","13637980 7205763 52,84",""
"01","PODJETNIŠTVO IN KONKURENČNOST","13565000 7205763 53,12",""
"0102","Spodbujanje rasti in razvoja podjetij","13565000 7205763 53,12",""
"010201","Spodbude za rast in razvoj podjetij","7440000 6905763 92,82",""
"01020101","Podpora  rasti in razvoj podjetij","7100000 6773100 95,40",""
"01020104","Razvojni ukrepi SRRS","340000 132664 39,02",""
"010204","Podpora prestrukturiranju nefinančnih družb","6125000 300000 4,90",""
"01020403","Reševanje in prestrukturiranje  podjetij","6125000 300000 4,90",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","72980 0 0,00",""
"0203","Tehnologija in informacijska družba","72980 0 0,00",""
"020301","Podpora tehnološkim razvojnim projektom","72980 0 0,00",""
"02030104","Spodbujanje tehnološkega razvoja in inovativnosti","72980 0 0,00",""
"233","MINISTRSTVO ZA KMETIJSTVO IN OKOLJE","33445 0 0,00",""
"2330","Ministrstvo za kmetijstvo in okolje","33445 0 0,00",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","33445 0 0,00",""
"0901","Trajnostno upravljanje z naravnimi viri","33445 0 0,00",""
"090101","Trajnostno upravljanje z naravnimi viri in izgradnja okoljske infrastrukture","33445 0 0,00",""
"09010105","Povečanje namenskega premoženja Eko sklada","33445 0 0,00",""
"333","MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST, KULTURO IN ŠPORT","294 294 100,00",""
"3330","Ministrstvo za izobraževanje, znanost, kulturo in šport","294 294 100,00",""
