"","A Bilanca odhodkov","9013907176",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","696537",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","696537",""
"140103","Dejavnosti upravnih enot","696537",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","696537",""
"6242","Upravna enota Ruše","846366",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","846366",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","846366",""
"140103","Dejavnosti upravnih enot","846366",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","846366",""
"6243","Upravna enota Sevnica","831303",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","831303",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","831303",""
"140103","Dejavnosti upravnih enot","831303",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","831303",""
"6244","Upravna enota Sežana","1140733",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1140733",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1140733",""
"140103","Dejavnosti upravnih enot","1140733",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1140733",""
"6245","Upravna enota Slovenj Gradec","888794",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","888794",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","888794",""
"140103","Dejavnosti upravnih enot","888794",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","888794",""
"6246","Upravna enota Slovenska Bistrica","1210463",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1210463",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1210463",""
"140103","Dejavnosti upravnih enot","1210463",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1210463",""
"6247","Upravna enota Slovenske Konjice","863618",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","863618",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","863618",""
"140103","Dejavnosti upravnih enot","863618",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","863618",""
"6248","Upravna enota Šentjur pri Celju","772976",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","772976",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","772976",""
"140103","Dejavnosti upravnih enot","772976",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","772976",""
"6249","Upravna enota Škofja Loka","1375006",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1375006",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1375006",""
"140103","Dejavnosti upravnih enot","1375006",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1375006",""
"6250","Upravna enota Šmarje pri Jelšah","1547227",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1547227",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1547227",""
"140103","Dejavnosti upravnih enot","1547227",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1547227",""
"6251","Upravna enota Tolmin","1041558",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1041558",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1041558",""
"140103","Dejavnosti upravnih enot","1041558",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1041558",""
"6252","Upravna enota Trbovlje","780086",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","780086",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","780086",""
"140103","Dejavnosti upravnih enot","780086",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","780086",""
"6253","Upravna enota Trebnje","838775",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","838775",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","838775",""
"140103","Dejavnosti upravnih enot","838775",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","838775",""
"6254","Upravna enota Tržič","870779",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","870779",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","870779",""
"140103","Dejavnosti upravnih enot","870779",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","870779",""
"6255","Upravna enota Velenje","1480820",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1480820",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1480820",""
"140103","Dejavnosti upravnih enot","1480820",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1480820",""
"6256","Upravna enota Vrhnika","975908",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","975908",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","975908",""
"140103","Dejavnosti upravnih enot","975908",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","975908",""
"6257","Upravna enota Zagorje ob Savi","677511",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","677511",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","677511",""
"140103","Dejavnosti upravnih enot","677511",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","677511",""
"6258","Upravna enota Žalec","1475439",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1475439",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1475439",""
"140103","Dejavnosti upravnih enot","1475439",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1475439",""
"3","PRAVOSODNI PRORAČUNSKI UPORABNIKI","185957711",""
"41","VRHOVNO SODIŠČE RS","12215771",""
"4111","Vrhovno sodišče RS","11934733",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","11934733",""
"1501","Pravosodje","11934733",""
"150101","Dejavnosti sodišč","11934733",""
"15010102","Centralna pravosodna knjižnica","79033",""
"15010103","Informatizacija sodišč","3758797",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4120967",""
"15010105","Podporne dejavnosti in administracija","2538063",""
"15010106","Posebni programi in programi za reševanje sodnih zaostankov","1437873",""
"4112","Sodni svet RS","281038",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","281038",""
"1501","Pravosodje","281038",""
"150101","Dejavnosti sodišč","281038",""
"15010105","Podporne dejavnosti in administracija","281038",""
"42","VIŠJA IN OKROŽNA SODIŠČA","138459828",""
"4211","Višje sodišče Celje","1916145",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1916145",""
"1501","Pravosodje","1916145",""
"150101","Dejavnosti sodišč","1914645",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1441519",""
"15010105","Podporne dejavnosti in administracija","473126",""
"150105","Alternativno reševanje pravosodnih sporov","1500",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","1500",""
"4212","Višje sodišče Koper","2029346",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","2029346",""
"1501","Pravosodje","2029346",""
"150101","Dejavnosti sodišč","2027346",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1439011",""
"15010105","Podporne dejavnosti in administracija","588335",""
"150105","Alternativno reševanje pravosodnih sporov","2000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","2000",""
"4213","Višje sodišče Ljubljana","7333604",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7333604",""
"1501","Pravosodje","7333604",""
"150101","Dejavnosti sodišč","7314450",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","5709726",""
"15010105","Podporne dejavnosti in administracija","1604724",""
"150105","Alternativno reševanje pravosodnih sporov","19154",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","19154",""
"4214","Višje sodišče Maribor","3808857",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3808857",""
"1501","Pravosodje","3808857",""
"150101","Dejavnosti sodišč","3805807",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2703625",""
"15010105","Podporne dejavnosti in administracija","1102182",""
"150105","Alternativno reševanje pravosodnih sporov","3050",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","3050",""
"4215","Okrožno sodišče v Celju","15776922",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","15776922",""
"1501","Pravosodje","15776922",""
"150101","Dejavnosti sodišč","15670185",""
"15010101","Brezplačna pravna pomoč","1215797",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","13261536",""
"15010105","Podporne dejavnosti in administracija","1192852",""
"150105","Alternativno reševanje pravosodnih sporov","106737",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","106737",""
"4216","Okrožno sodišče v Kopru","9694994",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","9694994",""
"1501","Pravosodje","9694994",""
"150101","Dejavnosti sodišč","9675957",""
"15010101","Brezplačna pravna pomoč","446869",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","8255244",""
"15010105","Podporne dejavnosti in administracija","973844",""
"150105","Alternativno reševanje pravosodnih sporov","19037",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","19037",""
"4217","Okrožno sodišče v Kranju","8631472",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","8631472",""
"1501","Pravosodje","8631472",""
"150101","Dejavnosti sodišč","8619010",""
"15010101","Brezplačna pravna pomoč","508702",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","7404716",""
"15010105","Podporne dejavnosti in administracija","705592",""
"150105","Alternativno reševanje pravosodnih sporov","12462",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","12462",""
"4218","Okrožno sodišče v Ljubljani","24097344",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","24097344",""
"1501","Pravosodje","24097344",""
"150101","Dejavnosti sodišč","24011590",""
"15010101","Brezplačna pravna pomoč","1591232",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","19591374",""
"15010105","Podporne dejavnosti in administracija","2828984",""
"150105","Alternativno reševanje pravosodnih sporov","85754",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","85754",""
"4219","Okrožno sodišče v Mariboru","14922954",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","14922954",""
"1501","Pravosodje","14922954",""
"150101","Dejavnosti sodišč","14884663",""
"15010101","Brezplačna pravna pomoč","763379",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","12729675",""
"15010105","Podporne dejavnosti in administracija","1391609",""
"150105","Alternativno reševanje pravosodnih sporov","38291",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","38291",""
"4220","Okrožno sodišče v Murski Soboti","7435375",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7435375",""
"1501","Pravosodje","7435375",""
"150101","Dejavnosti sodišč","7428788",""
"15010101","Brezplačna pravna pomoč","404047",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","6308410",""
"15010105","Podporne dejavnosti in administracija","716331",""
"150105","Alternativno reševanje pravosodnih sporov","6587",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","6587",""
"4221","Okrožno sodišče v Novi Gorici","6265168",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","6265168",""
"1501","Pravosodje","6265168",""
"150101","Dejavnosti sodišč","6249724",""
"15010101","Brezplačna pravna pomoč","271306",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","5343057",""
"15010105","Podporne dejavnosti in administracija","635361",""
"150105","Alternativno reševanje pravosodnih sporov","15444",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","15444",""
"4222","Okrožno sodišče v Novem mestu","5426589",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5426589",""
"1501","Pravosodje","5426589",""
"150101","Dejavnosti sodišč","5417979",""
"15010101","Brezplačna pravna pomoč","279532",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4581499",""
"15010105","Podporne dejavnosti in administracija","556948",""
"150105","Alternativno reševanje pravosodnih sporov","8610",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","8610",""
"4223","Okrožno sodišče v Krškem","4576408",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4576408",""
"1501","Pravosodje","4576408",""
"150101","Dejavnosti sodišč","4567669",""
"15010101","Brezplačna pravna pomoč","391112",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","3578928",""
"15010105","Podporne dejavnosti in administracija","597629",""
"150105","Alternativno reševanje pravosodnih sporov","8739",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","8739",""
"4224","Okrožno sodišče na Ptuju","5155137",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5155137",""
"1501","Pravosodje","5155137",""
"150101","Dejavnosti sodišč","5115576",""
"15010101","Brezplačna pravna pomoč","331218",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4307750",""
"15010105","Podporne dejavnosti in administracija","476609",""
"150105","Alternativno reševanje pravosodnih sporov","39561",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","39561",""
"4225","Okrožno sodišče v Slovenj Gradcu","3731436",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3731436",""
"1501","Pravosodje","3731436",""
"150101","Dejavnosti sodišč","3719229",""
"15010101","Brezplačna pravna pomoč","303893",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2909809",""
"15010105","Podporne dejavnosti in administracija","505527",""
"150105","Alternativno reševanje pravosodnih sporov","12207",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","12207",""
"4230","Okrajno sodišče v Ljubljani","17658076",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","17658076",""
"1501","Pravosodje","17658076",""
"150101","Dejavnosti sodišč","17648890",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","16448599",""
"15010105","Podporne dejavnosti in administracija","1200291",""
"150105","Alternativno reševanje pravosodnih sporov","9186",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","9186",""
"44","TOŽILSTVA","17715668",""
"4411","Vrhovno državno tožilstvo RS","3217907",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3217907",""
"1501","Pravosodje","3217907",""
"150102","Dejavnosti tožilstev in pravobranilstva","3217907",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","3217907",""
"4416","Okrožno državno tožilstvo v Celju","1616591",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1616591",""
"1501","Pravosodje","1616591",""
"150102","Dejavnosti tožilstev in pravobranilstva","1616591",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1616591",""
"4417","Okrožno državno tožilstvo v Kopru","1032992",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1032992",""
"1501","Pravosodje","1032992",""
"150102","Dejavnosti tožilstev in pravobranilstva","1032992",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1032992",""
"4418","Okrožno državno tožilstvo v Kranju","904673",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","904673",""
"1501","Pravosodje","904673",""
"150102","Dejavnosti tožilstev in pravobranilstva","904673",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","904673",""
"4419","Okrožno državno tožilstvo v Ljubljani","3833317",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3833317",""
"1501","Pravosodje","3833317",""
"150102","Dejavnosti tožilstev in pravobranilstva","3833317",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","3833317",""
"4420","Okrožno državno tožilstvo v Mariboru","1772282",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1772282",""
"1501","Pravosodje","1772282",""
"150102","Dejavnosti tožilstev in pravobranilstva","1772282",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1772282",""
"4421","Okrožno državno tožilstvo v Murski Soboti","862532",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","862532",""
"1501","Pravosodje","862532",""
"150102","Dejavnosti tožilstev in pravobranilstva","862532",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","862532",""
"4422","Okrožno državno tožilstvo v Novi Gorici","674287",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","674287",""
"1501","Pravosodje","674287",""
"150102","Dejavnosti tožilstev in pravobranilstva","674287",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","674287",""
"4423","Okrožno državno tožilstvo v Novem mestu","757085",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","757085",""
"1501","Pravosodje","757085",""
"150102","Dejavnosti tožilstev in pravobranilstva","757085",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","757085",""
"4424","Okrožno državno tožilstvo v Krškem","739814",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","739814",""
"1501","Pravosodje","739814",""
"150102","Dejavnosti tožilstev in pravobranilstva","739814",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","739814",""
"4425","Okrožno državno tožilstvo na Ptuju","809982",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","809982",""
"1501","Pravosodje","809982",""
"150102","Dejavnosti tožilstev in pravobranilstva","809982",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","809982",""
"4426","Okrožno državno tožilstvo v Slovenj Gradcu","574724",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","574724",""
"1501","Pravosodje","574724",""
"150102","Dejavnosti tožilstev in pravobranilstva","574724",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","574724",""
"4427","Državnotožilski svet","60415",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","60415",""
"1501","Pravosodje","60415",""
"150102","Dejavnosti tožilstev in pravobranilstva","60415",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","60415",""
"4428","Specializirano državno tožilstvo Republike Slovenije","859067",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","859067",""
"1501","Pravosodje","859067",""
"150102","Dejavnosti tožilstev in pravobranilstva","859067",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","859067",""
"454","DRŽAVNO PRAVOBRANILSTVO RS","7170347",""
"4514","Državno pravobranilstvo RS","7170347",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7170347",""
"1501","Pravosodje","7170347",""
"150102","Dejavnosti tožilstev in pravobranilstva","5726458",""
"15010202","Zastopanje RS in vodenje predhodnih postopkov","5726458",""
"150104","Poprava krivic in odškodnine","1443889",""
"15010404","Izplačilo odškodnin","1443889",""
"46","UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE","3239074",""
"4611","Upravno sodišče Republike Slovenije","3239074",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3239074",""
"1501","Pravosodje","3239074",""
"150101","Dejavnosti sodišč","3239074",""
"15010101","Brezplačna pravna pomoč","79002",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2874335",""
"15010105","Podporne dejavnosti in administracija","285737",""
"50","DELOVNA IN SOCIALNA SODIŠČA","7157023",""
"5011","Višje delovno in socialno sodišče","1450000",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1450000",""
"1501","Pravosodje","1450000",""
"150101","Dejavnosti sodišč","1448000",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1322139",""
"15010105","Podporne dejavnosti in administracija","125861",""
"150105","Alternativno reševanje pravosodnih sporov","2000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","2000",""
"5012","Delovno sodišče v Celju","585143",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","585143",""
"1501","Pravosodje","585143",""
"150101","Dejavnosti sodišč","582338",""
"15010101","Brezplačna pravna pomoč","112417",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","399093",""
"15010105","Podporne dejavnosti in administracija","70828",""
"150105","Alternativno reševanje pravosodnih sporov","2805",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","2805",""
"5013","Delovno sodišče v Kopru","555857",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","555857",""
"1501","Pravosodje","555857",""
"150101","Dejavnosti sodišč","545101",""
"15010101","Brezplačna pravna pomoč","55552",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","364058",""
"15010105","Podporne dejavnosti in administracija","125491",""
"150105","Alternativno reševanje pravosodnih sporov","10756",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","10756",""
"5014","Delovno in socialno sodišče v Ljubljani","3322688",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3322688",""
"1501","Pravosodje","3322688",""
"150101","Dejavnosti sodišč","3217486",""
"15010101","Brezplačna pravna pomoč","168837",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2731812",""
"15010105","Podporne dejavnosti in administracija","316837",""
"150105","Alternativno reševanje pravosodnih sporov","105202",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","105202",""
"5015","Delovno sodišče v Mariboru","1243335",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1243335",""
"1501","Pravosodje","1243335",""
"150101","Dejavnosti sodišč","1227548",""
"15010101","Brezplačna pravna pomoč","187680",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","817912",""
"15010105","Podporne dejavnosti in administracija","221956",""
"150105","Alternativno reševanje pravosodnih sporov","15787",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","15787",""
"","B Račun finančnih terjatev in naložb","204959327",""
"2","VLADNI PRORAČUNSKI UPORABNIKI","204959327",""
"16","MINISTRSTVO ZA FINANCE","189032851",""
"1611","Ministrstvo za finance","189032851",""
"01","PODJETNIŠTVO IN KONKURENČNOST","30492778",""
"0102","Spodbujanje rasti in razvoja podjetij","30492778",""
"010202","Spodbujanje tujih investicij in odprtosti gospodarstva","3792778",""
"01020204","Dodeljevanje finančnih spodbud in financiranje","3792778",""
"010204","Podpora prestrukturiranju nefinančnih družb","26700000",""
"01020401","Izdajanje poroštev in jamstev države","24700000",""
"01020402","Upravljanje s finančnim premoženjem države","2000000",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","138444836",""
"1303","Zunanja politika","138444836",""
"130303","Razvojno sodelovanje in humanitarna pomoč","138444836",""
"13030305","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","138444836",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","341000",""
"1501","Pravosodje","341000",""
"150104","Poprava krivic in odškodnine","341000",""
"15010402","Izplačilo obveznosti po Zakonu o denacionalizaciji","154000",""
"15010403","Izplačilo odškodnin po sodnih sklepih in izvensodnih poravnavah","187000",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","19754237",""
"1602","Plačila v Evropsko unijo","19754237",""
"160202","Finančna stabilnost EU","19754237",""
"16020201","Finančna stabilnost EU","19754237",""
"213","MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO","15893031",""
"2130","Ministrstvo za gospodarski razvoj in tehnologijo","15893031",""
"01","PODJETNIŠTVO IN KONKURENČNOST","15820051",""
"0102","Spodbujanje rasti in razvoja podjetij","15820051",""
"010201","Spodbude za rast in razvoj podjetij","9695051",""
"01020101","Podpora  rasti in razvoj podjetij","4250000",""
"01020104","Razvojni ukrepi SRRS","5445051",""
"010204","Podpora prestrukturiranju nefinančnih družb","6125000",""
"01020403","Reševanje in prestrukturiranje  podjetij","6125000",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","72980",""
"0203","Tehnologija in informacijska družba","72980",""
"020301","Podpora tehnološkim razvojnim projektom","72980",""
"02030104","Spodbujanje tehnološkega razvoja in inovativnosti","72980",""
"233","MINISTRSTVO ZA KMETIJSTVO IN OKOLJE","33445",""
"2330","Ministrstvo za kmetijstvo in okolje","33445",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","33445",""
"0901","Trajnostno upravljanje z naravnimi viri","33445",""
"090101","Trajnostno upravljanje z naravnimi viri in izgradnja okoljske infrastrukture","33445",""
"09010105","Povečanje namenskega premoženja Eko sklada","33445",""
"","C Račun financiranja","1273547235",""
"2","VLADNI PRORAČUNSKI UPORABNIKI","1273547235",""
"16","MINISTRSTVO ZA FINANCE","1273547235",""
"1611","Ministrstvo za finance","1273547235",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","1273547235",""
"1601","Servisiranje javnega dolga","1273547235",""
"160101","Servisiranje domačega dolga","1263881014",""
"16010102","Obveznosti iz naslova glavnic domačega dolga","1263881014",""
"160102","Servisiranje dolga do tujine","9666221",""
"16010202","Obveznosti iz naslova glavnic tujega dolga","9666221",""

