"A","Bilanca odhodkov","9652121502 9362820683 97,00",""
"04010702","Pomoči v visokem šolstvu","5201316 5117782 98,39",""
"05","KULTURA","1648208 1648208 100,00",""
"0501","Kultura","1648208 1648208 100,00",""
"050101","Programi v kulturi in mediji","1648208 1648208 100,00",""
"05010108","Skrb za slovenščino","1648208 1648208 100,00",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","1782606 1781683 99,95",""
"1303","Zunanja politika","1782606 1781683 99,95",""
"130303","Razvojno sodelovanje in humanitarna pomoč","1782606 1781683 99,95",""
"13030317","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","1782606 1781683 99,95",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1198250 1126522 94,01",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","1198250 1126522 94,01",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","1198250 1126522 94,01",""
"14030107","Sistem kohezijske politike","1198250 1126522 94,01",""
"3212","Urad za meroslovje","3446859 2917934 84,65",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","3446859 2917934 84,65",""
"0202","Znanstveno - raziskovalna dejavnost","641878 385742 60,10",""
"020203","Raziskovalna infrastruktura","641878 385742 60,10",""
"02020303","Nabava merilne opreme za potrebe meroslovne infrastrukture v RS","641878 385742 60,10",""
"0204","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno - raziskovalne in tehnološke politike ter informacijske družbe","2804981 2532192 90,27",""
"020401","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno-raziskovalne in tehnološke politike ter informacijske družbe","2804981 2532192 90,27",""
"02040103","Dejavnosti s področja meroslovja","955668 770557 80,63",""
"02040105","Urejanje sistema ter izvajanje strokovnih in administrativnih nalog","1849313 1761635 95,26",""
"3214","Inšpektorat RS za elektronske komunikacije, elektronsko podpisovanje in pošto","282441 269993 95,59",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","282441 269993 95,59",""
"0203","Tehnologija in informacijska družba","282441 269993 95,59",""
"020303","Elektronske komunikacije","282441 269993 95,59",""
"02030302","Inšpekcijski nadzor s področja elektronskih komunikacij, elektronskega podpisa in pošte","282441 269993 95,59",""
"33","MINISTRSTVO ZA ŠOLSTVO IN ŠPORT","1300597993 1291068284 99,27",""
"3311","Ministrstvo za šolstvo in šport","1294146954 1284786190 99,28",""
"03","TRG DELA","2758641 2746544 99,56",""
"0301","Aktivna politika zaposlovanja","2758641 2746544 99,56",""
"030101","Svetovanje in pomoč pri iskanju zaposlitve","2758641 2746544 99,56",""
"03010102","Dejavnost svetovanja in pomoč pri iskanju zaposlitve","2758641 2746544 99,56",""
"04","IZOBRAŽEVANJE IN ŠPORT","1289842040 1280605678 99,28",""
"0401","Formalno izobraževanje in usposabljanje","1220883397 1224366302 100,29",""
"040101","Predšolska vzgoja","23604711 23434467 99,28",""
"04010101","Dejavnost vrtcev","23604711 23434467 99,28",""
"040102","Osnovno šolstvo","774013545 784451496 101,35",""
"04010201","Dejavnost glasbenega šolstva","47124640 46898495 99,52",""
"04010202","Dejavnost osnovnega šolstva","695013822 706251662 101,62",""
"04010203","Dejavnost zavodov za usposabljanje","31875084 31301338 98,20",""
"040103","Srednje splošno in poklicno šolstvo","340172543 337161765 99,11",""
"04010302","Dejavnost dijaških domov","13064311 12929956 98,97",""
"04010303","Dejavnost srednjega šolstva (splošnega, strokovnega in poklicnega)","327108232 324231809 99,12",""
"040104","Višješolsko izobraževanje","18825724 18645455 99,04",""
"04010402","Dejavnost višjega šolstva","18825724 18645455 99,04",""
"040105","Izobraževanje odraslih","13080738 12755569 97,51",""
"04010501","Dejavnost izobraževanja odraslih","13080738 12755569 97,51",""
"040106","Štipendije","10571 9713 91,88",""
"04010604","Štipendiranje","10571 9713 91,88",""
"040107","Pomoči šolajočim","51175564 47907838 93,61",""
"04010703","Pomoči v osnovnem šolstvu","19356582 19295703 99,69",""
"04010704","Pomoči v srednjem šolstvu","31744000 28541705 89,91",""
"04010705","Pomoči v višjem šolstvu","74982 70431 93,93",""
"0402","Šport","33338656 23723060 71,16",""
"040201","Programi športa","33338656 23723060 71,16",""
"04020101","Izvajanje programov športa","33338656 23723060 71,16",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","35619988 32516316 91,29",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","35619988 32516316 91,29",""
"04030102","Dejavnost MŠŠ - urejanje, podpora, administracija","35619988 32516316 91,29",""
"05","KULTURA","443000 439981 99,32",""
"0501","Kultura","443000 439981 99,32",""
"050102","Ohranjanje kulturne dediščine","443000 439981 99,32",""
"05010202","Nepremična in premična dediščina","443000 439981 99,32",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1103273 993986 90,09",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","21410 21410 100,00",""
"140104","Lokalna samouprava","21410 21410 100,00",""
"14010401","Investicije v občinah","21410 21410 100,00",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","1081863 972576 89,90",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","1081863 972576 89,90",""
"14030107","Sistem kohezijske politike","1081863 972576 89,90",""
"3313","Urad RS za mladino","5559494 5411397 97,34",""
"04","IZOBRAŽEVANJE IN ŠPORT","5559494 5411397 97,34",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","5559494 5411397 97,34",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","5559494 5411397 97,34",""
"04030103","Dejavnost Urada RS za mladino","5559494 5411397 97,34",""
"3314","Inšpektorat RS za šolstvo in šport","891545 870698 97,66",""
"04","IZOBRAŽEVANJE IN ŠPORT","891545 870698 97,66",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","891545 870698 97,66",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","891545 870698 97,66",""
"04030101","Dejavnost inšpektorata RS za šolstvo in šport","891545 870698 97,66",""
"35","MINISTRSTVO ZA KULTURO","198588006 192863340 97,12",""
"3511","Ministrstvo za kulturo","194748001 189308613 97,21",""
"01","PODJETNIŠTVO IN KONKURENČNOST","56618 56618 100,00",""
"0103","Spodbujanje konkurenčnosti na regionalni ravni","56618 56618 100,00",""
"010301","Razvoj regij","56618 56618 100,00",""
"01030103","Regionalni razvoj","56618 56618 100,00",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","975507 971259 99,56",""
"0202","Znanstveno - raziskovalna dejavnost","97716 95495 97,73",""
"020201","Raziskovalni programi in projekti","97716 95495 97,73",""
"02020108","Raziskovalni programi in projekti v kulturi","97716 95495 97,73",""
"0203","Tehnologija in informacijska družba","877791 875764 99,77",""
"020302","Informacijska družba","877791 875764 99,77",""
"02030205","Dvig kakovosti življenja z IKT s spodbujanjem razvoja e-storitev in dostopnostjo e-vsebin še posebej na kulturnem in izobraževalnem področju ter povečanjem digitalne pismenosti prebivalstva, znanj in zagotavljanjem e-vključenosti vseh družbenih skup","877791 875764 99,77",""
"03","TRG DELA","178615 175510 98,26",""
"0301","Aktivna politika zaposlovanja","178615 175510 98,26",""
"030102","Usposabljanje in izobraževanje","178615 175510 98,26",""
"03010202","usposabljanje in izobraževanje specifičnih poklicnih skupin na področju kulture","178615 175510 98,26",""
"04","IZOBRAŽEVANJE IN ŠPORT","657193 649143 98,78",""
"0401","Formalno izobraževanje in usposabljanje","657193 649143 98,78",""
"040106","Štipendije","657193 649143 98,78",""
"04010605","Štipendiranje","657193 649143 98,78",""
"05","KULTURA","192189190 186830455 97,21",""
"0501","Kultura","186512622 181333661 97,22",""
"050101","Programi v kulturi in mediji","121578664 120908121 99,45",""
"05010101","Investicije na področju kulture","12477140 10753103 86,18",""
"05010102","Kulturni programi posebnih skupin","2678820 2526560 94,32",""
"05010103","Mediji in AV kultura","12237699 12078918 98,70",""
"05010104","Mednarodno sodelovanje","1255650 1024839 81,62",""
"05010105","Slovenski jezik, založništvo in knjižničarstvo","16952602 16994649 100,25",""
"05010106","Socialne pravice in nagrade","5094721 5636443 110,63",""
"05010107","Umetniški programi","70882033 71893610 101,43",""
"050102","Ohranjanje kulturne dediščine","64933957 60425540 93,06",""
"05010203","Arhivska dejavnost","4220094 4346068 102,99",""
"05010204","Nepremična in premična dediščina","60713863 56079471 92,37",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","5676568 5496794 96,83",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","5676568 5496794 96,83",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","5676568 5496794 96,83",""
"10","SOCIALNA VARNOST","400000 400000 100,00",""
"1001","Socialno varstvo","400000 400000 100,00",""
"100101","Socialne pomoči, varstveni dodatki in drugi transferi za zagotavljanje socialne varnosti","400000 400000 100,00",""
"10010103","Zagotavljanje varstva kulturnih delavcev","400000 400000 100,00",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","290878 225627 77,57",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","290878 225627 77,57",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","290878 225627 77,57",""
"14030107","Sistem kohezijske politike","290878 225627 77,57",""
"3513","Arhiv Republike Slovenije","3505798 3250307 92,71",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","7506 7432 99,01",""
"0203","Tehnologija in informacijska družba","7506 7432 99,01",""
"020302","Informacijska družba","7506 7432 99,01",""
"02030207","Arhivska dejavnost","7506 7432 99,01",""
"05","KULTURA","3498292 3242875 92,70",""
"0501","Kultura","3386190 3200865 94,53",""
"050102","Ohranjanje kulturne dediščine","3386190 3200865 94,53",""
"05010203","Arhivska dejavnost","3386190 3200865 94,53",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","112102 42010 37,47",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","112102 42010 37,47",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","112102 42010 37,47",""
"3514","Inšpektorat RS za kulturo in medije","334207 304420 91,09",""
"05","KULTURA","334207 304420 91,09",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","334207 304420 91,09",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","334207 304420 91,09",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","334207 304420 91,09",""
"62","UPRAVNE ENOTE","79792433 80592473 101,00",""
"6201","Upravna enota Ajdovščina","1114512 1120047 100,50",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1114512 1120047 100,50",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1114512 1120047 100,50",""
"140103","Dejavnosti upravnih enot","1114512 1120047 100,50",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1114512 1120047 100,50",""
"6202","Upravna enota Brežice","1226172 1227581 100,11",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1226172 1227581 100,11",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1226172 1227581 100,11",""
"140103","Dejavnosti upravnih enot","1226172 1227581 100,11",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1226172 1227581 100,11",""
"6203","Upravna enota Celje","2857925 2902689 101,57",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2857925 2902689 101,57",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2857925 2902689 101,57",""
"140103","Dejavnosti upravnih enot","2857925 2902689 101,57",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2857925 2902689 101,57",""
"6204","Upravna enota Cerknica","912165 949204 104,06",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","912165 949204 104,06",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","912165 949204 104,06",""
"140103","Dejavnosti upravnih enot","912165 949204 104,06",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","912165 949204 104,06",""
"6205","Upravna enota Črnomelj","866023 873245 100,83",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","866023 873245 100,83",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","866023 873245 100,83",""
"140103","Dejavnosti upravnih enot","866023 873245 100,83",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","866023 873245 100,83",""
"6206","Upravna enota Domžale","1703174 1738439 102,07",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1703174 1738439 102,07",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1703174 1738439 102,07",""
"140103","Dejavnosti upravnih enot","1703174 1738439 102,07",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1703174 1738439 102,07",""
"6207","Upravna enota Dravograd","560332 558006 99,58",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","560332 558006 99,58",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","560332 558006 99,58",""
"140103","Dejavnosti upravnih enot","560332 558006 99,58",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","560332 558006 99,58",""
"6208","Upravna enota Gornja Radgona","1006446 1003925 99,75",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1006446 1003925 99,75",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1006446 1003925 99,75",""
"140103","Dejavnosti upravnih enot","1006446 1003925 99,75",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1006446 1003925 99,75",""
"6209","Upravna enota Grosuplje","1133042 1097600 96,87",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1133042 1097600 96,87",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1133042 1097600 96,87",""
"140103","Dejavnosti upravnih enot","1133042 1097600 96,87",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1133042 1097600 96,87",""
"6210","Upravna enota Hrastnik","585862 588812 100,50",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","585862 588812 100,50",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","585862 588812 100,50",""
"140103","Dejavnosti upravnih enot","585862 588812 100,50",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","585862 588812 100,50",""
"6211","Upravna enota Idrija","773610 762519 98,57",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","773610 762519 98,57",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","773610 762519 98,57",""
"140103","Dejavnosti upravnih enot","773610 762519 98,57",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","773610 762519 98,57",""
"6212","Upravna enota Ilirska Bistrica","833838 836386 100,31",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","833838 836386 100,31",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","833838 836386 100,31",""
"140103","Dejavnosti upravnih enot","833838 836386 100,31",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","833838 836386 100,31",""
"6213","Upravna enota Izola","837823 805752 96,17",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","837823 805752 96,17",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","837823 805752 96,17",""
"140103","Dejavnosti upravnih enot","837823 805752 96,17",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","837823 805752 96,17",""
"6214","Upravna enota Jesenice","1167548 1180523 101,11",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1167548 1180523 101,11",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1167548 1180523 101,11",""
"140103","Dejavnosti upravnih enot","1167548 1180523 101,11",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1167548 1180523 101,11",""
"6215","Upravna enota Kamnik","1169598 1188795 101,64",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1169598 1188795 101,64",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1169598 1188795 101,64",""
"140103","Dejavnosti upravnih enot","1169598 1188795 101,64",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1169598 1188795 101,64",""
"6216","Upravna enota Kočevje","835180 807712 96,71",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","835180 807712 96,71",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","835180 807712 96,71",""
"140103","Dejavnosti upravnih enot","835180 807712 96,71",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","835180 807712 96,71",""
"6217","Upravna enota Koper","1727669 1797148 104,02",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1727669 1797148 104,02",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1727669 1797148 104,02",""
"140103","Dejavnosti upravnih enot","1727669 1797148 104,02",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1727669 1797148 104,02",""
"6218","Upravna enota Kranj","2758833 2821434 102,27",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2758833 2821434 102,27",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2758833 2821434 102,27",""
"140103","Dejavnosti upravnih enot","2758833 2821434 102,27",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2758833 2821434 102,27",""
"6219","Upravna enota Krško","1331591 1336526 100,37",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1331591 1336526 100,37",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1331591 1336526 100,37",""
"140103","Dejavnosti upravnih enot","1331591 1336526 100,37",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1331591 1336526 100,37",""
"6220","Upravna enota Laško","851749 851845 100,01",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","851749 851845 100,01",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","851749 851845 100,01",""
"140103","Dejavnosti upravnih enot","851749 851845 100,01",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","851749 851845 100,01",""
"6221","Upravna enota Lenart","703495 713128 101,37",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","703495 713128 101,37",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","703495 713128 101,37",""
"140103","Dejavnosti upravnih enot","703495 713128 101,37",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","703495 713128 101,37",""
"6222","Upravna enota Lendava","1089461 1122266 103,01",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1089461 1122266 103,01",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1089461 1122266 103,01",""
"140103","Dejavnosti upravnih enot","1089461 1122266 103,01",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1089461 1122266 103,01",""
"6223","Upravna enota Litija","825901 839832 101,69",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","825901 839832 101,69",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","825901 839832 101,69",""
"140103","Dejavnosti upravnih enot","825901 839832 101,69",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","825901 839832 101,69",""
"6224","Upravna enota Ljubljana","10223571 10460028 102,31",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","10223571 10460028 102,31",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","10223571 10460028 102,31",""
"140103","Dejavnosti upravnih enot","10223571 10460028 102,31",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","10223571 10460028 102,31",""
"6225","Upravna enota Ljutomer","816164 825689 101,17",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","816164 825689 101,17",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","816164 825689 101,17",""
"140103","Dejavnosti upravnih enot","816164 825689 101,17",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","816164 825689 101,17",""
"6226","Upravna enota Logatec","728652 736565 101,09",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","728652 736565 101,09",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","728652 736565 101,09",""
"140103","Dejavnosti upravnih enot","728652 736565 101,09",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","728652 736565 101,09",""
"6227","Upravna enota Maribor","4556510 4692301 102,98",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","4556510 4692301 102,98",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","4556510 4692301 102,98",""
"140103","Dejavnosti upravnih enot","4556510 4692301 102,98",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","4556510 4692301 102,98",""
"6228","Upravna enota Metlika","633887 630514 99,47",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","633887 630514 99,47",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","633887 630514 99,47",""
"140103","Dejavnosti upravnih enot","633887 630514 99,47",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","633887 630514 99,47",""
"6229","Upravna enota Mozirje","849096 853887 100,56",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","849096 853887 100,56",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","849096 853887 100,56",""
"140103","Dejavnosti upravnih enot","849096 853887 100,56",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","849096 853887 100,56",""
"6230","Upravna enota Murska Sobota","2435298 2480879 101,87",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2435298 2480879 101,87",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2435298 2480879 101,87",""
"140103","Dejavnosti upravnih enot","2435298 2480879 101,87",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2435298 2480879 101,87",""
"6231","Upravna enota Nova Gorica","2389138 2401848 100,53",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2389138 2401848 100,53",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2389138 2401848 100,53",""
"140103","Dejavnosti upravnih enot","2389138 2401848 100,53",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2389138 2401848 100,53",""
"6232","Upravna enota Novo mesto","2378576 2433174 102,30",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2378576 2433174 102,30",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2378576 2433174 102,30",""
"140103","Dejavnosti upravnih enot","2378576 2433174 102,30",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2378576 2433174 102,30",""
"6233","Upravna enota Ormož","827578 834905 100,89",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","827578 834905 100,89",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","827578 834905 100,89",""
"140103","Dejavnosti upravnih enot","827578 834905 100,89",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","827578 834905 100,89",""
"6234","Upravna enota Pesnica","874564 888634 101,61",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","874564 888634 101,61",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","874564 888634 101,61",""
"140103","Dejavnosti upravnih enot","874564 888634 101,61",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","874564 888634 101,61",""
"6235","Upravna enota Piran","910297 924069 101,51",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","910297 924069 101,51",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","910297 924069 101,51",""
"140103","Dejavnosti upravnih enot","910297 924069 101,51",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","910297 924069 101,51",""
"6236","Upravna enota Postojna","1019347 1031140 101,16",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1019347 1031140 101,16",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1019347 1031140 101,16",""
"140103","Dejavnosti upravnih enot","1019347 1031140 101,16",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1019347 1031140 101,16",""
"6237","Upravna enota Ptuj","2450933 2420781 98,77",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2450933 2420781 98,77",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2450933 2420781 98,77",""
"140103","Dejavnosti upravnih enot","2450933 2420781 98,77",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2450933 2420781 98,77",""
"6238","Upravna enota Radlje ob Dravi","713996 733161 102,68",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","713996 733161 102,68",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","713996 733161 102,68",""
"140103","Dejavnosti upravnih enot","713996 733161 102,68",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","713996 733161 102,68",""
"6239","Upravna enota Radovljica","1414306 1400628 99,03",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1414306 1400628 99,03",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1414306 1400628 99,03",""
"140103","Dejavnosti upravnih enot","1414306 1400628 99,03",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1414306 1400628 99,03",""
"6240","Upravna enota Ravne na Koroškem","1033073 1035528 100,24",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1033073 1035528 100,24",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1033073 1035528 100,24",""
"140103","Dejavnosti upravnih enot","1033073 1035528 100,24",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1033073 1035528 100,24",""
"6241","Upravna enota Ribnica","677806 685358 101,11",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","677806 685358 101,11",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","677806 685358 101,11",""
"140103","Dejavnosti upravnih enot","677806 685358 101,11",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","677806 685358 101,11",""
"6242","Upravna enota Ruše","865966 842002 97,23",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","865966 842002 97,23",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","865966 842002 97,23",""
"140103","Dejavnosti upravnih enot","865966 842002 97,23",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","865966 842002 97,23",""
"6243","Upravna enota Sevnica","837168 836712 99,95",""
